1622520315717,POST,623,200
1622520315717,POST,622,200
1622520315717,POST,624,200
1622520315717,POST,624,200
1622520315717,POST,625,200
1622520315717,POST,623,200
1622520315717,POST,622,200
1622520315717,POST,622,200
1622520315717,POST,626,200
1622520315717,POST,626,200
1622520315717,POST,621,200
1622520315717,POST,621,200
1622520315716,POST,624,200
1622520315716,POST,628,200
1622520315717,POST,622,200
1622520315716,POST,628,200
1622520315717,POST,622,200
1622520315717,POST,628,200
1622520315717,POST,622,200
1622520315717,POST,628,200
1622520315716,POST,623,200
1622520315716,POST,629,200
1622520315716,POST,622,200
1622520315717,POST,629,200
1622520315717,POST,631,200
1622520315717,POST,623,200
1622520315717,POST,631,200
1622520315717,POST,632,200
1622520315717,POST,632,200
1622520315716,POST,634,200
1622520315719,POST,633,200
1622520315716,POST,638,200
1622520316346,POST,30,200
1622520316345,POST,31,200
1622520316349,POST,27,200
1622520316343,POST,33,200
1622520316341,POST,36,200
1622520316344,POST,34,200
1622520316345,POST,33,200
1622520316342,POST,36,200
1622520316343,POST,35,200
1622520316341,POST,38,200
1622520316348,POST,34,200
1622520316348,POST,34,200
1622520316344,POST,38,200
1622520316345,POST,39,200
1622520316345,POST,39,200
1622520316343,POST,42,200
1622520316346,POST,39,200
1622520316342,POST,44,200
1622520316341,POST,45,200
1622520316343,POST,43,200
1622520316341,POST,46,200
1622520316342,POST,45,200
1622520316343,POST,45,200
1622520316344,POST,44,200
1622520316345,POST,43,200
1622520316342,POST,48,200
1622520316353,POST,38,200
1622520316354,POST,38,200
1622520316344,POST,49,200
1622520316349,POST,58,200
1622520316377,POST,30,200
1622520316376,POST,31,200
1622520316348,POST,59,200
1622520316378,POST,33,200
1622520316376,POST,35,200
1622520316378,POST,33,200
1622520316376,POST,35,200
1622520316378,POST,35,200
1622520316379,POST,35,200
1622520316376,POST,38,200
1622520316350,POST,66,200
1622520316382,POST,35,200
1622520316385,POST,33,200
1622520316382,POST,36,200
1622520316384,POST,34,200
1622520316378,POST,41,200
1622520316387,POST,33,200
1622520316382,POST,38,200
1622520316390,POST,30,200
1622520316388,POST,32,200
1622520316387,POST,35,200
1622520316384,POST,38,200
1622520316388,POST,35,200
1622520316386,POST,37,200
1622520316387,POST,36,200
1622520316386,POST,37,200
1622520316385,POST,39,200
1622520316388,POST,36,200
1622520316391,POST,33,200
1622520316392,POST,34,200
1622520316393,POST,36,200
1622520316407,POST,27,200
1622520316407,POST,27,200
1622520316407,POST,27,200
1622520316407,POST,27,200
1622520316411,POST,28,200
1622520316411,POST,28,200
1622520316411,POST,28,200
1622520316411,POST,28,200
1622520316414,POST,30,200
1622520316417,POST,27,200
1622520316413,POST,31,200
1622520316414,POST,32,200
1622520316416,POST,32,200
1622520316418,POST,30,200
1622520316420,POST,29,200
1622520316420,POST,29,200
1622520316418,POST,32,200
1622520316420,POST,31,200
1622520316419,POST,32,200
1622520316418,POST,36,200
1622520316422,POST,33,200
1622520316423,POST,32,200
1622520316423,POST,32,200
1622520316423,POST,32,200
1622520316420,POST,36,200
1622520316422,POST,34,200
1622520316424,POST,32,200
1622520316423,POST,33,200
1622520316427,POST,31,200
1622520316424,POST,37,200
1622520316424,POST,37,200
1622520316434,POST,31,200
1622520316434,POST,31,200
1622520316429,POST,36,200
1622520316434,POST,31,200
1622520316434,POST,32,200
1622520316439,POST,30,200
1622520316439,POST,30,200
1622520316439,POST,31,200
1622520316444,POST,27,200
1622520316439,POST,32,200
1622520316444,POST,27,200
1622520316444,POST,27,200
1622520316448,POST,27,200
1622520316448,POST,28,200
1622520316446,POST,31,200
1622520316451,POST,28,200
1622520316449,POST,30,200
1622520316450,POST,29,200
1622520316451,POST,30,200
1622520316449,POST,34,200
1622520316456,POST,29,200
1622520316458,POST,27,200
1622520316455,POST,32,200
1622520316455,POST,32,200
1622520316455,POST,32,200
1622520316456,POST,31,200
1622520316454,POST,34,200
1622520316455,POST,34,200
1622520316456,POST,33,200
1622520316456,POST,33,200
1622520316461,POST,34,200
1622520316465,POST,30,200
1622520316465,POST,31,200
1622520316465,POST,31,200
1622520316466,POST,30,200
1622520316461,POST,35,200
1622520316469,POST,30,200
1622520316470,POST,29,200
1622520316469,POST,30,200
1622520316471,POST,28,200
1622520316471,POST,29,200
1622520316471,POST,29,200
1622520316465,POST,35,200
1622520316471,POST,29,200
1622520316476,POST,27,200
1622520316476,POST,27,200
1622520316477,POST,29,200
1622520316479,POST,29,200
1622520316480,POST,29,200
1622520316479,POST,31,200
1622520316481,POST,29,200
1622520316485,POST,28,200
1622520316483,POST,35,200
1622520316485,POST,33,200
1622520316487,POST,34,200
1622520316487,POST,34,200
1622520316488,POST,34,200
1622520316496,POST,27,200
1622520316487,POST,36,200
1622520316495,POST,28,200
1622520316489,POST,34,200
1622520316496,POST,28,200
1622520316489,POST,35,200
1622520316489,POST,35,200
1622520316488,POST,37,200
1622520316499,POST,28,200
1622520316499,POST,28,200
1622520316495,POST,32,200
1622520316499,POST,29,200
1622520316500,POST,28,200
1622520316501,POST,28,200
1622520316499,POST,30,200
1622520316500,POST,29,200
1622520316496,POST,33,200
1622520316496,POST,34,200
1622520316503,POST,30,200
1622520316503,POST,30,200
1622520316506,POST,28,200
1622520316500,POST,34,200
1622520316508,POST,31,200
1622520316510,POST,29,200
1622520316510,POST,29,200
1622520316509,POST,30,200
1622520316514,POST,30,200
1622520316518,POST,32,200
1622520316523,POST,30,200
1622520316523,POST,30,200
1622520316518,POST,35,200
1622520316527,POST,26,200
1622520316527,POST,28,200
1622520316524,POST,31,200
1622520316522,POST,35,200
1622520316521,POST,36,200
1622520316528,POST,31,200
1622520316521,POST,38,200
1622520316524,POST,35,200
1622520316523,POST,36,200
1622520316523,POST,36,200
1622520316524,POST,35,200
1622520316528,POST,32,200
1622520316529,POST,31,200
1622520316527,POST,33,200
1622520316529,POST,32,200
1622520316529,POST,32,200
1622520316530,POST,32,200
1622520316525,POST,37,200
1622520316533,POST,31,200
1622520316533,POST,31,200
1622520316529,POST,37,200
1622520316534,POST,32,200
1622520316539,POST,27,200
1622520316539,POST,29,200
1622520316539,POST,29,200
1622520316539,POST,29,200
1622520316534,POST,36,200
1622520316544,POST,29,200
1622520316553,POST,27,200
1622520316553,POST,27,200
1622520316553,POST,27,200
1622520316550,POST,30,200
1622520316555,POST,29,200
1622520316555,POST,29,200
1622520316553,POST,31,200
1622520316557,POST,32,200
1622520316559,POST,30,200
1622520316557,POST,32,200
1622520316559,POST,31,200
1622520316560,POST,31,200
1622520316559,POST,32,200
1622520316559,POST,32,200
1622520316564,POST,28,200
1622520316561,POST,31,200
1622520316564,POST,28,200
1622520316560,POST,32,200
1622520316562,POST,31,200
1622520316560,POST,36,200
1622520316559,POST,37,200
1622520316560,POST,36,200
1622520316561,POST,35,200
1622520316568,POST,29,200
1622520316568,POST,29,200
1622520316562,POST,35,200
1622520316568,POST,31,200
1622520316566,POST,33,200
1622520316566,POST,34,200
1622520316574,POST,27,200
1622520316566,POST,37,200
1622520316570,POST,33,200
1622520316580,POST,25,200
1622520316580,POST,25,200
1622520316580,POST,25,200
1622520316584,POST,25,200
1622520316580,POST,29,200
1622520316584,POST,30,200
1622520316590,POST,27,200
1622520316584,POST,33,200
1622520316591,POST,28,200
1622520316592,POST,27,200
1622520316592,POST,27,200
1622520316592,POST,27,200
1622520316591,POST,28,200
1622520316592,POST,28,200
1622520316590,POST,31,200
1622520316590,POST,31,200
1622520316590,POST,31,200
1622520316593,POST,30,200
1622520316591,POST,32,200
1622520316596,POST,31,200
1622520316596,POST,31,200
1622520316597,POST,30,200
1622520316597,POST,32,200
1622520316596,POST,33,200
1622520316600,POST,29,200
1622520316599,POST,30,200
1622520316596,POST,33,200
1622520316599,POST,31,200
1622520316601,POST,29,200
1622520316605,POST,28,200
1622520316605,POST,28,200
1622520316605,POST,28,200
1622520316597,POST,37,200
1622520316603,POST,32,200
1622520316609,POST,27,200
1622520316609,POST,27,200
1622520316614,POST,27,200
1622520316603,POST,38,200
1622520316617,POST,28,200
1622520316619,POST,27,200
1622520316619,POST,27,200
1622520316619,POST,27,200
1622520316619,POST,27,200
1622520316617,POST,32,200
1622520316619,POST,32,200
1622520316620,POST,31,200
1622520316623,POST,30,200
1622520316622,POST,34,200
1622520316622,POST,34,200
1622520316621,POST,35,200
1622520316623,POST,34,200
1622520316627,POST,31,200
1622520316630,POST,29,200
1622520316629,POST,30,200
1622520316629,POST,30,200
1622520316630,POST,29,200
1622520316630,POST,30,200
1622520316627,POST,34,200
1622520316627,POST,34,200
1622520316629,POST,34,200
1622520316633,POST,30,200
1622520316629,POST,35,200
1622520316636,POST,28,200
1622520316634,POST,30,200
1622520316637,POST,27,200
1622520316634,POST,31,200
1622520316633,POST,35,200
1622520316635,POST,34,200
1622520316641,POST,30,200
1622520316641,POST,34,200
1622520316645,POST,31,200
1622520316647,POST,29,200
1622520316646,POST,31,200
1622520316646,POST,31,200
1622520316646,POST,31,200
1622520316651,POST,29,200
1622520316651,POST,29,200
1622520316653,POST,27,200
1622520316649,POST,35,200
1622520316659,POST,26,200
1622520316659,POST,27,200
1622520316659,POST,27,200
1622520316657,POST,32,200
1622520316656,POST,33,200
1622520316659,POST,32,200
1622520316663,POST,28,200
1622520316656,POST,35,200
1622520316656,POST,35,200
1622520316660,POST,32,200
1622520316658,POST,34,200
1622520316661,POST,35,200
1622520316664,POST,33,200
1622520316664,POST,33,200
1622520316661,POST,36,200
1622520316663,POST,35,200
1622520316671,POST,27,200
1622520316664,POST,35,200
1622520316665,POST,34,200
1622520316664,POST,39,200
1622520316668,POST,36,200
1622520316676,POST,28,200
1622520316677,POST,27,200
1622520316669,POST,35,200
1622520316676,POST,29,200
1622520316677,POST,28,200
1622520316675,POST,30,200
1622520316680,POST,27,200
1622520316680,POST,28,200
1622520316680,POST,28,200
1622520316677,POST,32,200
1622520316685,POST,28,200
1622520316686,POST,27,200
1622520316684,POST,32,200
1622520316691,POST,26,200
1622520316686,POST,32,200
1622520316691,POST,28,200
1622520316689,POST,33,200
1622520316689,POST,33,200
1622520316691,POST,32,200
1622520316691,POST,32,200
1622520316692,POST,33,200
1622520316692,POST,33,200
1622520316698,POST,29,200
1622520316697,POST,30,200
1622520316698,POST,29,200
1622520316699,POST,29,200
1622520316699,POST,29,200
1622520316697,POST,35,200
1622520316697,POST,35,200
1622520316696,POST,36,200
1622520316705,POST,28,200
1622520316704,POST,29,200
1622520316704,POST,29,200
1622520316705,POST,29,200
1622520316704,POST,30,200
1622520316707,POST,31,200
1622520316708,POST,31,200
1622520316708,POST,31,200
1622520316703,POST,36,200
1622520316704,POST,36,200
1622520316705,POST,35,200
1622520316709,POST,34,200
1622520316713,POST,30,200
1622520316713,POST,31,200
1622520316718,POST,30,200
1622520316718,POST,30,200
1622520316719,POST,30,200
1622520316717,POST,35,200
1622520316725,POST,30,200
1622520316725,POST,30,200
1622520316723,POST,35,200
1622520316722,POST,36,200
1622520316727,POST,31,200
1622520316723,POST,35,200
1622520316727,POST,32,200
1622520316727,POST,32,200
1622520316733,POST,26,200
1622520316728,POST,32,200
1622520316722,POST,38,200
1622520316732,POST,31,200
1622520316728,POST,35,200
1622520316734,POST,31,200
1622520316733,POST,32,200
1622520316733,POST,32,200
1622520316738,POST,28,200
1622520316734,POST,32,200
1622520316739,POST,28,200
1622520316732,POST,35,200
1622520316732,POST,36,200
1622520316740,POST,29,200
1622520316743,POST,27,200
1622520316743,POST,26,200
1622520316739,POST,32,200
1622520316748,POST,25,200
1622520316748,POST,25,200
1622520316739,POST,35,200
1622520316740,POST,34,200
1622520316744,POST,30,200
1622520316749,POST,27,200
1622520316755,POST,28,200
1622520316752,POST,33,200
1622520316759,POST,26,200
1622520316758,POST,27,200
1622520316759,POST,26,200
1622520316755,POST,31,200
1622520316759,POST,27,200
1622520316760,POST,26,200
1622520316758,POST,31,200
1622520316758,POST,32,200
1622520316758,POST,32,200
1622520316760,POST,31,200
1622520316765,POST,27,200
1622520316765,POST,28,200
1622520316763,POST,32,200
1622520316766,POST,32,200
1622520316766,POST,32,200
1622520316766,POST,32,200
1622520316770,POST,28,200
1622520316768,POST,30,200
1622520316763,POST,36,200
1622520316770,POST,29,200
1622520316770,POST,30,200
1622520316767,POST,36,200
1622520316773,POST,30,200
1622520316767,POST,37,200
1622520316773,POST,31,200
1622520316774,POST,34,200
1622520316776,POST,32,200
1622520316774,POST,34,200
1622520316774,POST,35,200
1622520316771,POST,38,200
1622520316785,POST,29,200
1622520316783,POST,32,200
1622520316785,POST,30,200
1622520316785,POST,30,200
1622520316785,POST,31,200
1622520316786,POST,32,200
1622520316786,POST,33,200
1622520316786,POST,35,200
1622520316792,POST,29,200
1622520316790,POST,34,200
1622520316790,POST,34,200
1622520316791,POST,33,200
1622520316789,POST,36,200
1622520316794,POST,31,200
1622520316798,POST,28,200
1622520316798,POST,28,200
1622520316798,POST,28,200
1622520316800,POST,27,200
1622520316798,POST,29,200
1622520316798,POST,30,200
1622520316799,POST,29,200
1622520316799,POST,30,200
1622520316795,POST,34,200
1622520316804,POST,28,200
1622520316803,POST,29,200
1622520316803,POST,34,200
1622520316804,POST,33,200
1622520316808,POST,29,200
1622520316814,POST,26,200
1622520316808,POST,35,200
1622520316809,POST,34,200
1622520316815,POST,28,200
1622520316809,POST,35,200
1622520316808,POST,36,200
1622520316816,POST,29,200
1622520316818,POST,27,200
1622520316815,POST,30,200
1622520316815,POST,32,200
1622520316821,POST,28,200
1622520316819,POST,30,200
1622520316821,POST,30,200
1622520316826,POST,29,200
1622520316824,POST,31,200
1622520316826,POST,31,200
1622520316827,POST,30,200
1622520316826,POST,31,200
1622520316828,POST,29,200
1622520316828,POST,29,200
1622520316827,POST,31,200
1622520316829,POST,29,200
1622520316824,POST,35,200
1622520316825,POST,34,200
1622520316824,POST,35,200
1622520316825,POST,36,200
1622520316829,POST,32,200
1622520316832,POST,29,200
1622520316832,POST,30,200
1622520316837,POST,29,200
1622520316837,POST,33,200
1622520316837,POST,33,200
1622520316840,POST,31,200
1622520316843,POST,31,200
1622520316845,POST,31,200
1622520316845,POST,31,200
1622520316844,POST,33,200
1622520316843,POST,34,200
1622520316845,POST,33,200
1622520316843,POST,35,200
1622520316847,POST,32,200
1622520316849,POST,33,200
1622520316851,POST,31,200
1622520316844,POST,39,200
1622520316855,POST,30,200
1622520316855,POST,30,200
1622520316849,POST,36,200
1622520316857,POST,29,200
1622520316857,POST,30,200
1622520316857,POST,30,200
1622520316857,POST,30,200
1622520316857,POST,31,200
1622520316858,POST,30,200
1622520316859,POST,32,200
1622520316859,POST,32,200
1622520316859,POST,32,200
1622520316861,POST,31,200
1622520316862,POST,30,200
1622520316858,POST,35,200
1622520316861,POST,35,200
1622520316871,POST,26,200
1622520316866,POST,31,200
1622520316861,POST,37,200
1622520316870,POST,33,200
1622520316876,POST,27,200
1622520316876,POST,28,200
1622520316870,POST,34,200
1622520316877,POST,28,200
1622520316874,POST,33,200
1622520316879,POST,30,200
1622520316878,POST,31,200
1622520316877,POST,32,200
1622520316882,POST,28,200
1622520316882,POST,29,200
1622520316878,POST,36,200
1622520316887,POST,29,200
1622520316885,POST,31,200
1622520316883,POST,33,200
1622520316885,POST,32,200
1622520316886,POST,31,200
1622520316887,POST,30,200
1622520316888,POST,29,200
1622520316888,POST,30,200
1622520316885,POST,36,200
1622520316892,POST,31,200
1622520316887,POST,36,200
1622520316892,POST,31,200
1622520316893,POST,30,200
1622520316897,POST,28,200
1622520316897,POST,28,200
1622520316891,POST,36,200
1622520316891,POST,36,200
1622520316891,POST,37,200
1622520316904,POST,25,200
1622520316896,POST,33,200
1622520316903,POST,26,200
1622520316898,POST,31,200
1622520316905,POST,28,200
1622520316904,POST,30,200
1622520316903,POST,31,200
1622520316907,POST,29,200
1622520316909,POST,31,200
1622520316910,POST,30,200
1622520316911,POST,30,200
1622520316917,POST,27,200
1622520316909,POST,35,200
1622520316916,POST,31,200
1622520316914,POST,33,200
1622520316917,POST,30,200
1622520316909,POST,38,200
1622520316917,POST,30,200
1622520316916,POST,32,200
1622520316917,POST,31,200
1622520316918,POST,30,200
1622520316923,POST,28,200
1622520316925,POST,26,200
1622520316923,POST,28,200
1622520316925,POST,28,200
1622520316923,POST,30,200
1622520316917,POST,36,200
1622520316924,POST,30,200
1622520316921,POST,34,200
1622520316929,POST,28,200
1622520316929,POST,28,200
1622520316928,POST,33,200
1622520316929,POST,32,200
1622520316927,POST,34,200
1622520316927,POST,34,200
1622520316929,POST,33,200
1622520316933,POST,29,200
1622520316936,POST,28,200
1622520316934,POST,32,200
1622520316934,POST,32,200
1622520316940,POST,29,200
1622520316941,POST,28,200
1622520316940,POST,31,200
1622520316944,POST,31,200
1622520316947,POST,29,200
1622520316947,POST,29,200
1622520316947,POST,29,200
1622520316948,POST,29,200
1622520316948,POST,29,200
1622520316947,POST,30,200
1622520316944,POST,36,200
1622520316947,POST,34,200
1622520316951,POST,30,200
1622520316951,POST,31,200
1622520316953,POST,29,200
1622520316951,POST,32,200
1622520316953,POST,30,200
1622520316954,POST,30,200
1622520316957,POST,30,200
1622520316948,POST,39,200
1622520316957,POST,30,200
1622520316953,POST,36,200
1622520316955,POST,36,200
1622520316961,POST,31,200
1622520316961,POST,32,200
1622520316962,POST,31,200
1622520316961,POST,33,200
1622520316962,POST,33,200
1622520316964,POST,33,200
1622520316969,POST,31,200
1622520316962,POST,38,200
1622520316969,POST,32,200
1622520316966,POST,35,200
1622520316975,POST,26,200
1622520316966,POST,35,200
1622520316971,POST,32,200
1622520316976,POST,27,200
1622520316977,POST,30,200
1622520316982,POST,25,200
1622520316977,POST,31,200
1622520316976,POST,32,200
1622520316981,POST,27,200
1622520316982,POST,27,200
1622520316977,POST,32,200
1622520316976,POST,33,200
1622520316983,POST,30,200
1622520316981,POST,32,200
1622520316980,POST,33,200
1622520316983,POST,31,200
1622520316984,POST,30,200
1622520316987,POST,30,200
1622520316987,POST,30,200
1622520316992,POST,30,200
1622520316991,POST,31,200
1622520316987,POST,36,200
1622520316989,POST,34,200
1622520316995,POST,28,200
1622520317002,POST,25,200
1622520317000,POST,27,200
1622520316993,POST,35,200
1622520317001,POST,27,200
1622520316994,POST,35,200
1622520317003,POST,26,200
1622520316997,POST,33,200
1622520316993,POST,37,200
1622520317002,POST,30,200
1622520317000,POST,32,200
1622520317001,POST,32,200
1622520317007,POST,26,200
1622520317003,POST,31,200
1622520317007,POST,31,200
1622520317009,POST,29,200
1622520317008,POST,30,200
1622520317008,POST,31,200
1622520317009,POST,30,200
1622520317009,POST,31,200
1622520317008,POST,32,200
1622520317013,POST,29,200
1622520317017,POST,25,200
1622520317017,POST,26,200
1622520317014,POST,30,200
1622520317014,POST,30,200
1622520317013,POST,36,200
1622520317023,POST,26,200
1622520317013,POST,37,200
1622520317022,POST,35,200
1622520317023,POST,35,200
1622520317022,POST,36,200
1622520317027,POST,32,200
1622520317029,POST,30,200
1622520317027,POST,32,200
1622520317029,POST,31,200
1622520317023,POST,37,200
1622520317030,POST,31,200
1622520317028,POST,34,200
1622520317030,POST,32,200
1622520317029,POST,33,200
1622520317033,POST,31,200
1622520317035,POST,29,200
1622520317032,POST,34,200
1622520317032,POST,34,200
1622520317033,POST,34,200
1622520317038,POST,32,200
1622520317039,POST,32,200
1622520317039,POST,32,200
1622520317040,POST,31,200
1622520317039,POST,32,200
1622520317040,POST,32,200
1622520317043,POST,32,200
1622520317043,POST,33,200
1622520317038,POST,38,200
1622520317042,POST,34,200
1622520317049,POST,33,200
1622520317044,POST,38,200
1622520317044,POST,39,200
1622520317057,POST,34,200
1622520317059,POST,32,200
1622520317049,POST,43,200
1622520317058,POST,34,200
1622520317050,POST,44,200
1622520317059,POST,36,200
1622520317060,POST,36,200
1622520317060,POST,37,200
1622520317061,POST,38,200
1622520317062,POST,37,200
1622520317059,POST,41,200
1622520317071,POST,29,200
1622520317064,POST,36,200
1622520317059,POST,40,200
1622520317062,POST,40,200
1622520317064,POST,39,200
1622520317062,POST,41,200
1622520317066,POST,39,200
1622520317071,POST,34,200
1622520317072,POST,33,200
1622520317067,POST,38,200
1622520317066,POST,40,200
1622520317071,POST,35,200
1622520317072,POST,34,200
1622520317071,POST,35,200
1622520317076,POST,32,200
1622520317076,POST,32,200
1622520317076,POST,33,200
1622520317076,POST,33,200
1622520317082,POST,32,200
1622520317082,POST,32,200
1622520317083,POST,32,200
1622520317092,POST,32,200
1622520317091,POST,35,200
1622520317096,POST,30,200
1622520317095,POST,31,200
1622520317092,POST,36,200
1622520317097,POST,32,200
1622520317100,POST,34,200
1622520317099,POST,36,200
1622520317091,POST,44,200
1622520317100,POST,36,200
1622520317095,POST,42,200
1622520317099,POST,38,200
1622520317101,POST,36,200
1622520317100,POST,38,200
1622520317103,POST,36,200
1622520317106,POST,33,200
1622520317105,POST,35,200
1622520317106,POST,37,200
1622520317106,POST,37,200
1622520317105,POST,39,200
1622520317108,POST,36,200
1622520317102,POST,44,200
1622520317109,POST,38,200
1622520317105,POST,43,200
1622520317108,POST,40,200
1622520317105,POST,43,200
